종목코드,종목명,시장구분,업종명,시가총액
288330,브릿지바이오테라퓨틱스,KOSDAQ,제약,162599628000
288620,에스퓨얼셀,KOSDAQ,일반전기전자,143424943800
288980,모아데이타,KOSDAQ,소프트웨어,117110952000
289010,아이스크림에듀,KOSDAQ,출판·매체복제,63548342780
289080,SV인베스트먼트,KOSDAQ,금융,117647140000
289220,자이언트스텝,KOSDAQ,오락·문화,389342712000
290090,트윔,KOSDAQ,소프트웨어,103430339500
290120,대유에이피,KOSDAQ,운송장비·부품,67089290640
290270,휴네시온,KOSDAQ,소프트웨어,39343416840
290380,대유,KOSDAQ,화학,56841307600
290520,신도기연,KOSDAQ,기계·장비,108319661600
290550,디케이티,KOSDAQ,IT부품,180452616780
290650,엘앤씨바이오,KOSDAQ,제약,788299962250
290660,네오펙트,KOSDAQ,의료·정밀기기,35181647820
290670,대보마그네틱,KOSDAQ,기계·장비,488746452000
290690,소룩스,KOSDAQ,일반전기전자,192384441900
290720,푸드나무,KOSDAQ,유통,111513442560
290740,액트로,KOSDAQ,IT부품,75487582500
291230,엔피,KOSDAQ,기타서비스,227810120710
291650,압타머사이언스,KOSDAQ,기타서비스,57902659320
291810,핀텔,KOSDAQ,소프트웨어,88650110080
293480,하나제약,KOSPI,의약품,259662741060
293490,카카오게임즈,KOSDAQ,디지털컨텐츠,3239997284700
293580,나우IB,KOSDAQ,금융,126320630000
293780,압타바이오,KOSDAQ,기타서비스,258443856940
293940,신한알파리츠,KOSPI,서비스업,550625768750
294090,이오플로우,KOSDAQ,의료·정밀기기,859252495700
294140,레몬,KOSDAQ,화학,249010000000
294570,쿠콘,KOSDAQ,소프트웨어,291233054000
294630,서남,KOSDAQ,일반전기전자,68482829580
294870,HDC현대산업개발,KOSPI,건설업,825159771600
296640,이노룰스,KOSDAQ,소프트웨어,50697753600
297090,씨에스베어링,KOSDAQ,기계·장비,322380000000
297570,알로이스,KOSDAQ,통신장비,54840009312
297890,HB솔루션,KOSDAQ,기계·장비,283238375420
298000,효성화학,KOSPI,화학,323159763800
298020,효성티앤씨,KOSPI,화학,1674812934000
298040,효성중공업,KOSPI,전기전자,823357588400
298050,효성첨단소재,KOSPI,화학,2007016704000
298060,에스씨엠생명과학,KOSDAQ,제약,140944460000
298380,에이비엘바이오,KOSDAQ,제약,1161924887700
298540,더네이쳐홀딩스,KOSDAQ,섬유·의류,378888288800
298690,에어부산,KOSPI,운수창고업,351669600000
298830,슈어소프트테크,KOSDAQ,소프트웨어,568258911000
298870,우리벤처파트너스,KOSDAQ,금융,261000000000
299030,하나기술,KOSDAQ,기계·장비,509307066000
299170,더블유에스아이,KOSDAQ,유통,62308023225
299660,셀리드,KOSDAQ,기타서비스,83590939280
299900,위지윅스튜디오,KOSDAQ,오락·문화,599526338420
299910,베스파,KOSDAQ,디지털컨텐츠,25974889140
300080,플리토,KOSDAQ,디지털컨텐츠,183118110000
300120,라온피플,KOSDAQ,IT부품,128568794160
300720,한일시멘트,KOSPI,비금속광물,892781250600
301300,바이브컴퍼니,KOSDAQ,소프트웨어,123915001200
302430,이노메트리,KOSDAQ,기계·장비,141893191440
302440,SK바이오사이언스,KOSPI,의약품,6303970176600
302550,리메드,KOSDAQ,의료·정밀기기,78127104000
303030,지니틱스,KOSDAQ,반도체,61768514304
303530,이노뎁,KOSDAQ,소프트웨어,105098761680
304100,솔트룩스,KOSDAQ,소프트웨어,293718217800
304360,에스바이오메딕스,KOSDAQ,제약,163125375840
304840,피플바이오,KOSDAQ,제약,156643117200
305090,마이크로디지탈,KOSDAQ,의료·정밀기기,125875145200
306040,에스제이그룹,KOSDAQ,섬유·의류,130919537560
306200,세아제강,KOSPI,철강금속,404740010000
306620,네온테크,KOSDAQ,기계·장비,144746216290
307180,아이엘사이언스,KOSDAQ,일반전기전자,96760692000
307280,원바이오젠,KOSDAQ,제약,78012433120
307750,국전약품,KOSDAQ,제약,319931633880
307870,비투엔,KOSDAQ,소프트웨어,71872666000
307930,컴퍼니케이,KOSDAQ,금융,90538000000
307950,현대오토에버,KOSPI,서비스업,3422512953600
308080,바이젠셀,KOSDAQ,제약,137821074400
308100,까스텔바작,KOSDAQ,유통,54720294580
308170,씨티알모빌리티,KOSPI,운수장비,138276600000
309930,오하임아이엔티,KOSDAQ,유통,91460097000
309960,LB인베스트먼트,KOSDAQ,금융,123051366700
310200,애니플러스,KOSDAQ,오락·문화,174420492160
310210,보로노이,KOSDAQ,제약,539431612850
310870,디와이씨,KOSDAQ,운송장비·부품,43857014520
311320,지오엘리먼트,KOSDAQ,일반전기전자,133335899200
311390,네오크레마,KOSDAQ,음식료·담배,70641670050
311690,CJ 바이오사이언스,KOSDAQ,기타서비스,154021206400
312610,에이에프더블류,KOSDAQ,일반전기전자,87104618400
313760,윌링스,KOSDAQ,일반전기전자,60801160230
314130,지놈앤컴퍼니,KOSDAQ,제약,260050487240
314140,알피바이오,KOSDAQ,제약,99316497060
314930,바이오다인,KOSDAQ,의료·정밀기기,230774258250
315640,딥노이드,KOSDAQ,소프트웨어,102488474000
316140,우리금융지주,KOSPI,기타금융,8656639927610
317120,라닉스,KOSDAQ,일반전기전자,56317800000
317240,TS트릴리온,KOSDAQ,화학,61863194375
317330,덕산테코피아,KOSDAQ,반도체,348987357720
317400,자이에스앤디,KOSPI,서비스업,267211562800
317530,캐리소프트,KOSDAQ,오락·문화,54993448400
317690,퀀타매트릭스,KOSDAQ,의료·정밀기기,81198688010
317770,슈프리마아이디,KOSDAQ,일반전기전자,229356902000
317830,에스피시스템스,KOSDAQ,기계·장비,147572929800
317850,대모,KOSDAQ,기계·장비,119455427000
317870,엔바이오니아,KOSDAQ,기타제조,105119308800
318000,KBG,KOSDAQ,화학,110691146250
318010,팜스빌,KOSDAQ,음식료·담배,75249417620
318020,포인트모바일,KOSDAQ,일반전기전자,229187123200
318160,셀바이오휴먼텍,KOSDAQ,섬유·의류,62612541890
318410,비비씨,KOSDAQ,기타제조,60385491410
319400,현대무벡스,KOSDAQ,기계·장비,519830415870
319660,피에스케이,KOSDAQ,반도체,616991008200
320000,윈텍,KOSDAQ,기계·장비,70296762400
321260,프로이천,KOSDAQ,일반전기전자,94584441820
321550,티움바이오,KOSDAQ,기타서비스,267317803690
321820,와이더플래닛,KOSDAQ,출판·매체복제,40413449700
322000,HD현대에너지솔루션,KOSPI,전기전자,463680000000
322180,티라유텍,KOSDAQ,소프트웨어,74790825000
322310,오로스테크놀로지,KOSDAQ,기계·장비,163352492480
322510,제이엘케이,KOSDAQ,소프트웨어,196256234880
322780,코퍼스코리아,KOSDAQ,오락·문화,95779847825
323230,엠에프엠코리아,KOSDAQ,섬유·의류,22703745000
323280,태성,KOSDAQ,기계·장비,55017161400
323410,카카오뱅크,KOSPI,은행,12658167487350
323990,박셀바이오,KOSDAQ,기타서비스,609681150000
326030,SK바이오팜,KOSPI,서비스업,5896987725000
327260,RF머트리얼즈,KOSDAQ,기타제조,98665455040
328130,루닛,KOSDAQ,소프트웨어,1199511568800
328380,솔트웨어,KOSDAQ,컴퓨터서비스,41492224158
329180,HD현대중공업,KOSPI,운수장비,10421963818400
330350,위더스제약,KOSDAQ,제약,102639812840
330590,롯데리츠,KOSPI,서비스업,956082558540
330730,스톤브릿지벤처스,KOSDAQ,금융,79987326900
330860,네패스아크,KOSDAQ,반도체,294244686750
331380,포커스에이치엔에스,KOSDAQ,일반전기전자,42383094950
331520,밸로프,KOSDAQ,디지털컨텐츠,62329655640
331920,셀레믹스,KOSDAQ,제약,38616420040
332290,누보,KOSDAQ,화학,91800671325
332370,아이디피,KOSDAQ,정보기기,52630323590
332570,와이팜,KOSDAQ,IT부품,140508702960
333050,모코엠시스,KOSDAQ,소프트웨어,37941521274
333430,일승,KOSDAQ,운송장비·부품,122446086795
333620,엔시스,KOSDAQ,일반전기전자,140927192400
334890,이지스밸류리츠,KOSPI,서비스업,182073134925
334970,프레스티지바이오로직스,KOSDAQ,제약,254209151040
335810,프리시젼바이오,KOSDAQ,의료·정밀기기,66302384720
335870,윙스풋,KOSDAQ,유통,36615721290
335890,비올,KOSDAQ,의료·정밀기기,389665455360
336060,웨이버스,KOSDAQ,출판·매체복제,73581145600
336260,두산퓨얼셀,KOSPI,전기전자,2027030819700
33626K,두산퓨얼셀1우,KOSPI,전기전자,121614220000
33626L,두산퓨얼셀2우B,KOSPI,전기전자,33177793000
336370,솔루스첨단소재,KOSPI,전기전자,1393914441500
33637K,솔루스첨단소재1우,KOSPI,전기전자,79056297650
33637L,솔루스첨단소재2우B,KOSPI,전기전자,20915104500
336570,원텍,KOSDAQ,의료·정밀기기,772403495400
337930,브랜드엑스코퍼레이션,KOSDAQ,인터넷,153942258140
338100,NH프라임리츠,KOSPI,서비스업,81450900000
338220,뷰노,KOSDAQ,소프트웨어,270131624400
339770,교촌에프앤비,KOSPI,유통업,222094780600
339950,아이비김영,KOSDAQ,기타서비스,92140642750
340360,다보링크,KOSDAQ,통신장비,35152961520
340440,세림B&G,KOSDAQ,화학,76337799160
340570,티앤엘,KOSDAQ,제약,463296000000
340810,씨유박스,KOSDAQ,소프트웨어,146908170420
340930,유일에너테크,KOSDAQ,기계·장비,221749606000
344820,KCC글라스,KOSPI,비금속광물,690724644000
344860,이노진,KOSDAQ,화학,41804250000
347000,센코,KOSDAQ,의료·정밀기기,104295724160
347700,라이프시맨틱스,KOSDAQ,소프트웨어,51855706500
347740,피엔케이피부임상연구센타,KOSDAQ,기타서비스,96784107600
347770,핌스,KOSDAQ,IT부품,114384859820
347860,알체라,KOSDAQ,소프트웨어,222184335320
347890,엠투아이,KOSDAQ,정보기기,158911009840
348030,모비릭스,KOSDAQ,디지털컨텐츠,102664622000
348150,고바이오랩,KOSDAQ,기타서비스,234566814600
348210,넥스틴,KOSDAQ,반도체,750733219600
348340,뉴로메카,KOSDAQ,기계·장비,415239232500
348350,위드텍,KOSDAQ,의료·정밀기기,128007852000
348370,엔켐,KOSDAQ,화학,1172724716800
348950,제이알글로벌리츠,KOSPI,서비스업,902008320000
350520,이지스레지던스리츠,KOSPI,서비스업,110598606300
351320,에스에이티이엔지,KOSDAQ,IT부품,87403067420
351330,이삭엔지니어링,KOSDAQ,컴퓨터서비스,82885200000
352480,씨앤씨인터내셔널,KOSDAQ,화학,470154529950
352700,씨앤투스,KOSDAQ,섬유·의류,121382200550
352770,클리노믹스,KOSDAQ,기타서비스,91254944700
352820,하이브,KOSPI,서비스업,11245249440000
352910,오비고,KOSDAQ,소프트웨어,137841833690
352940,인바이오,KOSDAQ,화학,52436797250
353060,에이치엠씨제5호스팩,KOSDAQ,금융,10690350000
353190,휴럼,KOSDAQ,음식료·담배,52581175400
353200,대덕전자,KOSPI,전기전자,1289781742500
35320K,대덕전자1우,KOSPI,전기전자,23092619380
353590,오토앤,KOSDAQ,유통,159399556600
353810,이지바이오,KOSDAQ,음식료·담배,137792631600
354200,엔젠바이오,KOSDAQ,기타서비스,93747371160
355150,코스텍시스,KOSDAQ,반도체,111286794245
356680,엑스게이트,KOSDAQ,소프트웨어,127760742850
356860,티엘비,KOSDAQ,일반전기전자,212876439500
356890,싸이버원,KOSDAQ,소프트웨어,48421475400
357120,코람코에너지리츠,KOSPI,서비스업,493137020180
357230,에이치피오,KOSDAQ,음식료·담배,195932549560
357250,미래에셋맵스리츠,KOSPI,서비스업,71556000000
357430,마스턴프리미어리츠,KOSPI,서비스업,87846900000
357550,석경에이티,KOSDAQ,화학,244384000000
357580,아모센스,KOSDAQ,IT부품,167665137720
357780,솔브레인,KOSDAQ,화학,1827963010000
357880,비트나인,KOSDAQ,소프트웨어,91593494120
358570,지아이이노베이션,KOSDAQ,기타서비스,547907710000
359090,씨엔알리서치,KOSDAQ,기타서비스,71130263445
360070,탑머티리얼,KOSDAQ,일반전기전자,471874671300
361390,제노코,KOSDAQ,통신장비,160891924050
361570,알비더블유,KOSDAQ,오락·문화,146345732370
361610,SK아이이테크놀로지,KOSPI,전기전자,6951515220000
361670,삼영에스앤씨,KOSDAQ,일반전기전자,40467078120
362320,청담글로벌,KOSDAQ,유통,170781219900
363250,진시스템,KOSDAQ,의료·정밀기기,156964047000
363260,모비데이즈,KOSDAQ,기타서비스,135215925715
363280,티와이홀딩스,KOSPI,기타금융,516899997000
36328K,티와이홀딩스우,KOSPI,기타금융,13126227840
365270,큐라클,KOSDAQ,기타서비스,140418395520
365340,성일하이텍,KOSDAQ,화학,1721253645600
365550,ESR켄달스퀘어리츠,KOSPI,서비스업,901366470000
365590,하이딥,KOSDAQ,반도체,301035990600
365900,브이씨,KOSDAQ,기타제조,44885242000
366030,공구우먼,KOSDAQ,섬유·의류,210576838500
366330,신한제7호스팩,KOSDAQ,금융,15583750000
367000,플래티어,KOSDAQ,소프트웨어,99052106230
367340,DB금융스팩8호,KOSDAQ,금융,12432750000
367360,DB금융스팩9호,KOSDAQ,금융,10285000000
367480,유안타제8호스팩,KOSDAQ,금융,20216350000
368600,아이씨에이치,KOSDAQ,기타제조,100096220850
368770,파이버프로,KOSDAQ,의료·정밀기기,118275210000
368970,오에스피,KOSDAQ,음식료·담배,62619272000
369370,블리츠웨이,KOSDAQ,기타제조,80099195670
370090,퓨런티어,KOSDAQ,의료·정밀기기,227045782500
371950,풍원정밀,KOSDAQ,IT부품,235443060720
372170,윤성에프앤씨,KOSDAQ,기계·장비,1302180633600
372290,하나머스트7호스팩,KOSDAQ,금융,9554880000
372800,아이티아이즈,KOSDAQ,소프트웨어,67300907400
372910,한컴라이프케어,KOSPI,의료정밀,143906911200
373200,하인크코리아,KOSDAQ,기타제조,115833240000
373220,LG에너지솔루션,KOSPI,전기전자,137592000000000
373340,유진스팩6호,KOSDAQ,금융,7610400000
375500,DL이앤씨,KOSPI,건설업,1421990645250
37550K,DL이앤씨우,KOSPI,건설업,45131444750
37550L,DL이앤씨2우(전환),KOSPI,건설업,55438713750
376180,피코그램,KOSDAQ,기타제조,158937484540
376190,LB루셈,KOSDAQ,반도체,205902000000
376290,씨유테크,KOSDAQ,IT부품,77428137500
376300,디어유,KOSDAQ,소프트웨어,861026416800
376930,노을,KOSDAQ,의료·정밀기기,88650322200
376980,원티드랩,KOSDAQ,소프트웨어,133717681440
377030,맥스트,KOSDAQ,소프트웨어,225065143000
377190,디앤디플랫폼리츠,KOSPI,서비스업,213164000000
377220,프롬바이오,KOSDAQ,음식료·담배,114938600000
377300,카카오페이,KOSPI,기타금융,7773480160000
377330,이지트로닉스,KOSDAQ,일반전기전자,88284048600
377400,하이제6호스팩,KOSDAQ,금융,12275025000
377450,리파인,KOSDAQ,기타서비스,142452600000
377460,위니아에이드,KOSDAQ,유통,85895199900
377480,마음AI,KOSDAQ,소프트웨어,183340311700
377630,삼성스팩4호,KOSDAQ,금융,16220700000
377740,바이오노트,KOSPI,의약품,535374252000
378800,샤페론,KOSDAQ,제약,127813511740
378850,화승알앤에이,KOSPI,운수장비,88510283180
380320,삼성머스트스팩5호,KOSDAQ,금융,14141400000
380440,엔에이치스팩19호,KOSPI,기타금융,102580000000
380540,옵티코어,KOSDAQ,통신장비,62676073275
381970,케이카,KOSPI,유통업,639070023570
382480,지아이텍,KOSDAQ,기계·장비,176910344300
382800,지앤비에스 에코,KOSDAQ,기계·장비,146489870880
382840,원준,KOSDAQ,기계·장비,344374151550
382900,범한퓨얼셀,KOSDAQ,일반전기전자,244431900000
383220,F&F,KOSPI,섬유의복,5087179560000
383310,에코프로에이치엔,KOSDAQ,화학,970332688800
383800,LX홀딩스,KOSPI,기타금융,627790078700
38380K,LX홀딩스1우,KOSPI,기타금융,15238964000
383930,디티앤씨알오,KOSDAQ,기타서비스,68804255040
386580,한화플러스제2호스팩,KOSDAQ,금융,9339200000
388050,지투파워,KOSDAQ,일반전기전자,210594889560
388720,유일로보틱스,KOSDAQ,기계·장비,224389122900
388790,라이콤,KOSDAQ,통신장비,111632035950
388800,유진스팩7호,KOSDAQ,금융,11422800000
389020,자람테크놀로지,KOSDAQ,통신장비,238922491500
389030,지니너스,KOSDAQ,기타서비스,82101081275
389140,포바이포,KOSDAQ,디지털컨텐츠,146729794900
389260,대명에너지,KOSDAQ,건설,419430000000
389470,인벤티지랩,KOSDAQ,제약,85148282280
389500,에스비비테크,KOSDAQ,기계·장비,302261550800
391060,엔에이치스팩20호,KOSDAQ,금융,50949000000
391710,코닉오토메이션,KOSDAQ,소프트웨어,154599501950
393210,토마토시스템,KOSDAQ,소프트웨어,69187037040
393360,신한제8호스팩,KOSDAQ,금융,17088750000
393890,더블유씨피,KOSDAQ,일반전기전자,1836460231000
394280,오픈엣지테크놀로지,KOSDAQ,소프트웨어,432870141000
395400,SK리츠,KOSPI,서비스업,1010287966060
396270,넥스트칩,KOSDAQ,반도체,197399899200
396300,세아메카닉스,KOSDAQ,금속,172446645000
396690,미래에셋글로벌리츠,KOSPI,서비스업,98513400000
397030,에이프릴바이오,KOSDAQ,기타서비스,284790561250
397880,교보11호스팩,KOSDAQ,금융,9923400000
399720,가온칩스,KOSDAQ,반도체,338905440000
400560,하나금융20호스팩,KOSDAQ,금융,8921250000
400760,NH올원리츠,KOSPI,서비스업,154874000000
400840,하이제7호스팩,KOSDAQ,금융,10956800000
402030,코난테크놀로지,KOSDAQ,소프트웨어,457275742000
402340,SK스퀘어,KOSPI,기타금융,6401407587750
403550,쏘카,KOSPI,서비스업,531154318170
403870,HPSP,KOSDAQ,반도체,2256220200000
404950,DB금융스팩10호,KOSDAQ,금융,12380800000
404990,신한서부티엔디리츠,KOSPI,서비스업,204518756020
405000,플라즈맵,KOSDAQ,의료·정밀기기,111362680800
405100,큐알티,KOSDAQ,기타서비스,171615478140
405350,IBKS제17호스팩,KOSDAQ,금융,6582400000
405640,신한제9호스팩,KOSDAQ,금융,9977000000
405920,나라셀라,KOSDAQ,유통,112683165000
406760,하나금융21호스팩,KOSDAQ,금융,16450200000
407400,꿈비,KOSDAQ,기타제조,134719127400
408900,스튜디오미르,KOSDAQ,방송서비스,182526727500
408920,메쎄이상,KOSDAQ,기타서비스,120279923100
409570,한국제10호스팩,KOSDAQ,금융,16662800000
411080,샌즈랩,KOSDAQ,소프트웨어,195030474960
412350,레이저쎌,KOSDAQ,반도체,68519435490
412930,미래에셋비전스팩1호,KOSDAQ,금융,13371040000
413600,키움제6호스팩,KOSDAQ,금융,7751800000
413630,유진스팩8호,KOSDAQ,금융,12757600000
415580,상상인제3호스팩,KOSDAQ,금융,11735100000
417010,나노팀,KOSDAQ,기계·장비,518124572400
417180,핑거스토리,KOSDAQ,디지털컨텐츠,74013094400
417310,코람코더원리츠,KOSPI,서비스업,191092000000
417500,제이아이테크,KOSDAQ,반도체,49832810880
417790,트루엔,KOSDAQ,정보기기,175774407000
417840,저스템,KOSDAQ,반도체,125540920000
417860,오브젠,KOSDAQ,소프트웨어,156548921250
417970,모델솔루션,KOSDAQ,기계·장비,133371195000
418170,하나금융22호스팩,KOSDAQ,금융,13222000000
418210,신한제10호스팩,KOSDAQ,금융,7905600000
418420,라온텍,KOSDAQ,반도체,368557122750
418550,제이오,KOSDAQ,기타서비스,1024696127100
419050,삼기이브이,KOSDAQ,운송장비·부품,263102704000
419080,엔젯,KOSDAQ,기계·장비,288714076650
419120,산돌,KOSDAQ,소프트웨어,88138261620
419270,신영스팩7호,KOSDAQ,금융,9600150000
419530,SAMG엔터,KOSDAQ,오락·문화,240975586500
419540,비스토스,KOSDAQ,의료·정밀기기,55526914065
420770,기가비스,KOSDAQ,반도체,906316697000
421800,교보12호스팩,KOSDAQ,금융,12647700000
422040,엔에이치스팩23호,KOSDAQ,금융,15573000000
424140,케이비제21호스팩,KOSDAQ,금융,16191000000
424760,벨로크,KOSDAQ,컴퓨터서비스,45719005240
424980,마이크로투나노,KOSDAQ,반도체,124000745500
425040,티이엠씨,KOSDAQ,반도체,537681368400
425290,삼성스팩6호,KOSDAQ,금융,16615200000
425420,티에프이,KOSDAQ,반도체,107891880000
426550,IBKS제19호스팩,KOSDAQ,금융,11811000000
427950,하나금융23호스팩,KOSDAQ,금융,11398800000
430220,신영스팩8호,KOSDAQ,금융,14601600000
430230,하나금융24호스팩,KOSDAQ,금융,17248620000
430460,한화플러스제3호스팩,KOSDAQ,금융,12432000000
430700,유안타제9호스팩,KOSDAQ,금융,11501800000
432320,KB스타리츠,KOSPI,서비스업,466505711000
433530,키움제7호스팩,KOSDAQ,금융,9010475000
434480,모니터랩,KOSDAQ,소프트웨어,155966485500
435380,유안타제10호스팩,KOSDAQ,금융,12233550000
435620,하나금융25호스팩,KOSDAQ,금융,41987520000
435870,에스케이증권제8호스팩,KOSDAQ,금융,8742000000
436530,케이비제22호스팩,KOSDAQ,금융,11327400000
436610,한국제11호스팩,KOSDAQ,금융,16795800000
437780,엔에이치스팩24호,KOSDAQ,금융,10965400000
438220,대신밸런스제13호스팩,KOSDAQ,금융,13761600000
438580,엔에이치스팩25호,KOSDAQ,금융,7112100000
439250,삼성스팩7호,KOSDAQ,금융,34704820000
439410,엔에이치스팩26호,KOSDAQ,금융,19008000000
439730,IBKS제20호스팩,KOSDAQ,금융,9999200000
440200,케이비제23호스팩,KOSDAQ,금융,12525625000
440790,교보13호스팩,KOSDAQ,금융,8606250000
440820,엔에이치스팩27호,KOSDAQ,금융,16653000000
441270,파인엠텍,KOSDAQ,IT부품,365950079250
442130,유진스팩9호,KOSDAQ,금융,7612000000
442310,대신밸런스제14호스팩,KOSDAQ,금융,16607250000
442770,IBKS제21호스팩,KOSDAQ,금융,9388300000
442900,미래에셋드림스팩1호,KOSDAQ,금융,73574400000
445360,비엔케이제1호스팩,KOSDAQ,금융,9007900000
445970,신영스팩9호,KOSDAQ,금융,11390000000
446070,유니드비티플러스,KOSPI,종이목재,94015364900
446150,유안타제12호스팩,KOSDAQ,금융,10017000000
446190,미래에셋비전스팩2호,KOSDAQ,금융,10593000000
446750,하나26호스팩,KOSDAQ,금융,12813750000
446840,키움제8호스팩,KOSDAQ,금융,12465600000
448370,하나27호스팩,KOSDAQ,금융,12195400000
448730,삼성FN리츠,KOSPI,서비스업,394230000000
448740,삼성스팩8호,KOSDAQ,금융,45660560000
448760,IBKS제22호스팩,KOSDAQ,금융,9878900000
448830,미래에셋비전스팩3호,KOSDAQ,금융,10553400000
449020,유안타제13호스팩,KOSDAQ,금융,20043800000
450140,코오롱모빌리티그룹,KOSPI,유통업,254561748750
45014K,코오롱모빌리티그룹우,KOSPI,유통업,23676996800
450410,엔에이치스팩28호,KOSDAQ,금융,8702400000
451800,한화리츠,KOSPI,서비스업,356530000000
452260,한화갤러리아,KOSPI,유통업,320449935330
45226K,한화갤러리아우,KOSPI,유통업,23090536500
453340,현대그린푸드,KOSPI,유통업,395729075520
456040,OCI,KOSPI,화학,976442517700
457190,이수스페셜티케미컬,KOSPI,화학,834575473500
900070,글로벌에스엠,KOSDAQ,금융,47724643584
900100,애머릿지,KOSDAQ,유통,84089133900
900110,이스트아시아홀딩스,KOSDAQ,금융,48168788250
900120,씨케이에이치,KOSDAQ,금융,27531248238
900140,엘브이엠씨홀딩스,KOSPI,유통업,396369229410
900250,크리스탈신소재,KOSDAQ,금융,289111482585
900260,로스웰,KOSDAQ,금융,36607788608
900270,헝셩그룹,KOSDAQ,금융,27418240000
900280,골든센츄리,KOSDAQ,금융,48475411968
900290,GRT,KOSDAQ,금융,253666875000
900300,오가닉티코스메틱,KOSDAQ,금융,37608486643
900310,컬러레이,KOSDAQ,금융,66347175300
900340,윙입푸드,KOSDAQ,금융,48932896560
950110,SBI핀테크솔루션즈,KOSDAQ,출판·매체복제,121465327000
950130,엑세스바이오,KOSDAQ,제약,333739693130
950140,잉글우드랩,KOSDAQ,화학,178016079360
950160,코오롱티슈진,KOSDAQ,제약,714695015850
950170,JTC,KOSDAQ,유통,193611198550
950190,미투젠,KOSDAQ,출판·매체복제,163909296440
950200,소마젠,KOSDAQ,기타서비스,137124078420
950210,프레스티지바이오파마,KOSPI,서비스업,605168280850
950220,네오이뮨텍,KOSDAQ,기타서비스,302906180225
